Beverage,里仁有机黑豆粉 300g,RM27.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_c73dd72d-e5d7-4bee-9b4f-f8b76dfe704c_360x.jpg?v=1599636837
Household & Lifestyle,Aged Peppermint Oil 陈年薄荷油,RM29.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/30500002-2_360x.jpg?v=1632820549
Health Snacks,米果夹心饼-特濃黑芝麻 65g,RM16.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/image_30957f6e-1373-4519-913e-3e6f79d8ec80_360x.jpg?v=1635153312
Health Snacks,Cheese Jerky - Spicy 辣味乳酪条 90g,RM39.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/image_30957f6e-1373-4519-913e-3e6f79d8ec80_360x.jpg?v=1635153312
Paste & Seasonings,Stewed Minced Soy Protein (150g) x 1 pcs,RM9.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/c16463c49d5dd9a1bf892a7e49939090_360x.jpg?v=1625709288
Paste & Seasonings,Gluten puff with chickpea (170g) 雪莲子面筋,RM8.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/c16463c49d5dd9a1bf892a7e49939090_360x.jpg?v=1625709288
Paste & Seasonings,Fermented Black Beans 乾豆豉 200g,RM21.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/c16463c49d5dd9a1bf892a7e49939090_360x.jpg?v=1625709288
Paste & Seasonings,Hot & Spicy Turnip (155g) 调味便当菜,RM26.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/c16463c49d5dd9a1bf892a7e49939090_360x.jpg?v=1625709288
Beverage,Decoction for clearing lung & detoxification (Liquid Pack ) 清肺排毒汤 (中药液) 125ml - Contact us in Whatapps,RM90.00MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_c73dd72d-e5d7-4bee-9b4f-f8b76dfe704c_360x.jpg?v=1599636837
Beverage,"Coffee Tree Patience Australia Coffee (Cappuccino, Cafe Latte, Hot Chocolate, Milk Tea)",FromRM25.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_c73dd72d-e5d7-4bee-9b4f-f8b76dfe704c_360x.jpg?v=1599636837
Household & Lifestyle,AIREX SEAT CUSHION,RM98.00MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/30500002-2_360x.jpg?v=1632820549
Health Snacks,Cheese Jerky - Original 原味乳酪条 90g,RM39.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/image_30957f6e-1373-4519-913e-3e6f79d8ec80_360x.jpg?v=1635153312
Health Snacks,Leezen Dark Chocolate 里仁70%黑巧克力,RM39.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/image_30957f6e-1373-4519-913e-3e6f79d8ec80_360x.jpg?v=1635153312
Paste & Seasonings,Yes Natural Ba Zhen Seasoning Paste (Original / Spicy) 悦意八真素酱 (原味/香辣),FromRM18.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/c16463c49d5dd9a1bf892a7e49939090_360x.jpg?v=1625709288
Paste & Seasonings,Organic Brown Rice Vinegar 有机糙米醋,RM16.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/c16463c49d5dd9a1bf892a7e49939090_360x.jpg?v=1625709288
Beverage,Pure certified Soy Milk Powder,RM19.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_c73dd72d-e5d7-4bee-9b4f-f8b76dfe704c_360x.jpg?v=1599636837
Beverage,Mulberry Preserved 桑椹果粒茶 400g,RM39.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_c73dd72d-e5d7-4bee-9b4f-f8b76dfe704c_360x.jpg?v=1599636837
Health Snacks,Instant Veggie Porridge (350g) 野菜糙米粥,RM35.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/image_30957f6e-1373-4519-913e-3e6f79d8ec80_360x.jpg?v=1635153312
Health Snacks,LeeZen Coffee Waffee 里仁瓦芙咖啡夾心 192g,RM33.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/image_30957f6e-1373-4519-913e-3e6f79d8ec80_360x.jpg?v=1635153312
Health Snacks,LeeZen luohanguo soft candy 里仁羅漢果軟喉糖 65g,RM14.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/image_30957f6e-1373-4519-913e-3e6f79d8ec80_360x.jpg?v=1635153312
Paste & Seasonings,Unrefined Raw Molasses Sugar,RM11.50MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/c16463c49d5dd9a1bf892a7e49939090_360x.jpg?v=1625709288
Paste & Seasonings,桂夫人蔬菜调味料 Vegetable Seasoning (L) 500g,RM32.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/c16463c49d5dd9a1bf892a7e49939090_360x.jpg?v=1625709288
Beverage,乌梅汁 Dark Prune Juice (360cc),RM8.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_c73dd72d-e5d7-4bee-9b4f-f8b76dfe704c_360x.jpg?v=1599636837
Beverage,Organic Tremella 光茵樂活有機鮮銀耳 280g,RM19.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_c73dd72d-e5d7-4bee-9b4f-f8b76dfe704c_360x.jpg?v=1599636837
Beverage,Calamansi Sparkling Vineger 250ml,FromRM11.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/3_c73dd72d-e5d7-4bee-9b4f-f8b76dfe704c_360x.jpg?v=1599636837
Paste & Seasonings,Matsutake kombu Vegetarian Oyster-flavoured Sauce 松栮昆布素蚝油 280g,RM29.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/c16463c49d5dd9a1bf892a7e49939090_360x.jpg?v=1625709288
Paste & Seasonings,The Fresh tasting Soy Sause 味极鲜 500ml,RM22.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/c16463c49d5dd9a1bf892a7e49939090_360x.jpg?v=1625709288
Paste & Seasonings,New product Package  松栮昆布素蚝油 + 味极鲜酱油,RM45.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/c16463c49d5dd9a1bf892a7e49939090_360x.jpg?v=1625709288
Noodles & Pasta,Lz Sichuan Pepper Noodles 里仁椒麻乾拌麵 110g,RM7.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/1_72869c53-fd91-4a93-a2fe-a8b04e4cec01_360x.jpg?v=1645148615
collection,name,price,img
Health Supplement,原力酿有机洛神酵醋,RM129.00MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/product_photo_20210601165056_lu3_tw_360x.jpg?v=1649048154
Health Supplement,Tiger Milk Mushroom 虎乳芝 50g,FromRM189.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/product_photo_20210601165056_lu3_tw_360x.jpg?v=1649048154
Health Supplement,Yes Natural Three Treasure High- Fibre Oat Powder + Tiger Milk Mushroom 悦意三宝粉 + 虎乳芝,RM230.00MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/product_photo_20210601165056_lu3_tw_360x.jpg?v=1649048154
Health Supplement,有机梅精 + 虎乳芝,RM260.00MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/product_photo_20210601165056_lu3_tw_360x.jpg?v=1649048154
Health Supplement,Perilla Seed Oil 里仁紫苏籽油500ml,RM198.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/product_photo_20210601165056_lu3_tw_360x.jpg?v=1649048154
Health Supplement,Red Beauty Plant Essence Beverage 悦意红颜植粹饮 450ml,FromRM112.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/product_photo_20210601165056_lu3_tw_360x.jpg?v=1649048154
Health Supplement,Liver Pro® 2.0,FromRM740.00MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/product_photo_20210601165056_lu3_tw_360x.jpg?v=1649048154
Health Supplement,Yes Natural Wheat Germ 悦意小麦胚芽 400g,RM25.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/product_photo_20210601165056_lu3_tw_360x.jpg?v=1649048154
Health Supplement,Minty Basil Enzyme Coughing Syrup (60ml),RM17.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/product_photo_20210601165056_lu3_tw_360x.jpg?v=1649048154
Health Supplement,Organic Minty Basil Enzyme Coughing Syrup (300ml),RM83.50MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/product_photo_20210601165056_lu3_tw_360x.jpg?v=1649048154
Health Supplement,Beetroot Coniferous Cherry Powder 甜菜根针叶樱桃粉 150g,RM93.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/product_photo_20210601165056_lu3_tw_360x.jpg?v=1649048154
Health Supplement,Blossom Care Premium 100% Pure MCT Oil (250ml),RM68.00MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/product_photo_20210601165056_lu3_tw_360x.jpg?v=1649048154
Health Supplement,Bri - Green Papaya Powder （90g）,RM95.00MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/product_photo_20210601165056_lu3_tw_360x.jpg?v=1649048154
Health Supplement,Titi Eco Farm - Green Papaya Powder （Enzyme） 36sachet/BOX,RM119.00MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/product_photo_20210601165056_lu3_tw_360x.jpg?v=1649048154
Health Supplement,Titi Eco Farm - Green Papaya Powder (Enzyme) 75g,RM119.00MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/product_photo_20210601165056_lu3_tw_360x.jpg?v=1649048154
Health Supplement,柠檬醋,RM52.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/product_photo_20210601165056_lu3_tw_360x.jpg?v=1649048154
Health Supplement,Black sesame powder (250g) 黑芝麻粉（250g）,RM25.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/product_photo_20210601165056_lu3_tw_360x.jpg?v=1649048154
Health Supplement,Oat Soy Drink (1000g) 植物燕麦奶 (1000g),RM89.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/product_photo_20210601165056_lu3_tw_360x.jpg?v=1649048154
Health Supplement,Composite Protein Powder (900g) 综合蛋白补充饮,RM138.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/product_photo_20210601165056_lu3_tw_360x.jpg?v=1649048154
Health Supplement,Barley Leaves Lemon Powder 悦意大麦若叶柠檬粉 126g,RM49.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/product_photo_20210601165056_lu3_tw_360x.jpg?v=1649048154
Health Oil,100% Pure Rice Bran Oil (1L) 纯米糠油,RM16.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/100_PureRiceBranOil_360x.jpg?v=1602489189
Health Oil,Organic Cooking Coconut Oil (750ml),RM25.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/100_PureRiceBranOil_360x.jpg?v=1602489189
Health Oil,Coconut Cooking Oil (2L) 椰油,RM41.50MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/100_PureRiceBranOil_360x.jpg?v=1602489189
Health Oil,Blossom Care Premium 100% Pure MCT Oil (250ml),RM68.00MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/100_PureRiceBranOil_360x.jpg?v=1602489189
Health Oil,大籽苦茶油（500ml）,RM213.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/100_PureRiceBranOil_360x.jpg?v=1602489189
Health Oil,小籽苦茶油 （500ml）,RM309.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/100_PureRiceBranOil_360x.jpg?v=1602489189
Health Oil,Black Cumin Oil (100ml),RM188.00MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/100_PureRiceBranOil_360x.jpg?v=1602489189
Health Oil,Divo oil (1 litre),FromRM22.70MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/100_PureRiceBranOil_360x.jpg?v=1602489189
Health Oil,Perilla Seed Oil 里仁紫苏籽油500ml,RM198.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/100_PureRiceBranOil_360x.jpg?v=1602489189
Health Oil,Healthy oil series  健康油系列,FromRM198.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/100_PureRiceBranOil_360x.jpg?v=1602489189
Health Snacks,Hawthorn Article (260g)  山楂条,RM14.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/HawthornArticle260g_360x.jpg?v=1600160746
Health Snacks,Brown Rice Puff (300g) 糙米米果,RM21.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/HawthornArticle260g_360x.jpg?v=1600160746
Health Snacks,Shortbread 苏格兰乳酥餅,RM29.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/HawthornArticle260g_360x.jpg?v=1600160746
Health Snacks,Rice Crackers 米饼 (280g),RM25.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/HawthornArticle260g_360x.jpg?v=1600160746
Health Snacks,Wheat Germ Crackers 胚芽饼 (320g),RM25.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/HawthornArticle260g_360x.jpg?v=1600160746
Health Snacks,Wheat Bran Saltine Cracker 麥麩苏打饼  (400g),FromRM26.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/HawthornArticle260g_360x.jpg?v=1600160746
Health Snacks,Wheat Germ Cracker 胚芽饼 (600g),RM36.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/HawthornArticle260g_360x.jpg?v=1600160746
Health Snacks,Salted Cashew Wafers 腰果鹹醬夾心酥 (400g),RM38.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/HawthornArticle260g_360x.jpg?v=1600160746
Health Snacks,Chocolate Cream Wafers (400g) 巧克力夾心酥,RM34.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/HawthornArticle260g_360x.jpg?v=1600160746
Health Snacks,Hawthorn+Plum (130g) 佳合梅子仙楂果,RM9.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/HawthornArticle260g_360x.jpg?v=1600160746
Health Snacks,Seaweed Sheets (12g*4)(260g),RM31.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/HawthornArticle260g_360x.jpg?v=1600160746
Health Snacks,Sesame Crisp 方块酥 (300g),RM16.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/HawthornArticle260g_360x.jpg?v=1600160746
Health Snacks,Cheerful Cracker 吉福小饼 (115g),RM9.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/HawthornArticle260g_360x.jpg?v=1600160746
Health Snacks,Organic Chestnut (80g),RM9.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/HawthornArticle260g_360x.jpg?v=1600160746
Health Snacks,Herb Lozenges (150g) 草本喉糖,RM29.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/HawthornArticle260g_360x.jpg?v=1600160746
Health Snacks,味付海苔 Seasoned Seaweed 35g,RM23.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/HawthornArticle260g_360x.jpg?v=1600160746
Health Snacks,Plum Candy (100g),RM14.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/HawthornArticle260g_360x.jpg?v=1600160746
Health Snacks,Organic Mulberry Fruity Dessert 有機桑椹果粒凍 130g(豐喜),RM9.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/HawthornArticle260g_360x.jpg?v=1600160746
Health Snacks,BROWN RICE CRACKERS 糙米香,RM6.70MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/HawthornArticle260g_360x.jpg?v=1600160746
Health Snacks,Soda Cracker,FromRM17.50MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/HawthornArticle260g_360x.jpg?v=1600160746
Dry Food,Vegetarian Chops 素豆排 (300g),RM19.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/cbd758a9e8732edb2cbc4492b67d15cb_360x.jpg?v=1595410691
Dry Food,Vegetarian Strips 素豆条 (300g）,RM19.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/cbd758a9e8732edb2cbc4492b67d15cb_360x.jpg?v=1595410691
Dry Food,Vegetarian Slices 素豆片 (300g),RM19.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/cbd758a9e8732edb2cbc4492b67d15cb_360x.jpg?v=1595410691
Dry Food,Vegetarian Piece  (300g) 素豆块,RM19.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/cbd758a9e8732edb2cbc4492b67d15cb_360x.jpg?v=1595410691
Dry Food,里仁素豆片,RM19.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/cbd758a9e8732edb2cbc4492b67d15cb_360x.jpg?v=1595410691
Dry Food,YES NATURAL Organic Kelp 悦意有机海带 (150gm）,RM19.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/cbd758a9e8732edb2cbc4492b67d15cb_360x.jpg?v=1595410691
Dry Food,Organic Black Fungus （200g）有机黑木耳,RM39.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/cbd758a9e8732edb2cbc4492b67d15cb_360x.jpg?v=1595410691
Dry Food,Dried Salted Mustard Leaves (100g) 梅干菜,RM19.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/cbd758a9e8732edb2cbc4492b67d15cb_360x.jpg?v=1595410691
Dry Food,Sayuran Ikan Bilis 一枝秀（220g）,RM11.30MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/cbd758a9e8732edb2cbc4492b67d15cb_360x.jpg?v=1595410691
Spread Sauce & Jam,Mulberry Jam (190g) 桑椹果酱,RM20.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/c8e091772ebf6dff7bcd675bb89cb52d_360x.jpg?v=1595485900
Spread Sauce & Jam,Yes Natural Ba Zhen Seasoning Paste (Original / Spicy) 悦意八真素酱 (原味/香辣),FromRM18.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/c8e091772ebf6dff7bcd675bb89cb52d_360x.jpg?v=1595485900
Spread Sauce & Jam,Olive Vegetable 橄榄菜 320g,RM12.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/c8e091772ebf6dff7bcd675bb89cb52d_360x.jpg?v=1595485900
Spread Sauce & Jam,Spicy Sauce 麻辣醬 250g,RM36.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/c8e091772ebf6dff7bcd675bb89cb52d_360x.jpg?v=1595485900
Spread Sauce & Jam,Black Sesame Paste (240g) 黑芝麻酱 (240g),RM28.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/c8e091772ebf6dff7bcd675bb89cb52d_360x.jpg?v=1595485900
Spread Sauce & Jam,Blueberry Jam (210g) 蓝莓果酱,RM30.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/c8e091772ebf6dff7bcd675bb89cb52d_360x.jpg?v=1595485900
Beverage,Brown Rice Coffee *Sugar Less (18x30gram) 糙米咖啡,RM32.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/brownricecoffee_360x.jpg?v=1602470110
Beverage,Brown Rice Coffee *Sugar Free (8x30gram) 糙米咖啡 （无糖）,RM15.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/brownricecoffee_360x.jpg?v=1602470110
Beverage,Yes Natural Teh Tarik 悦意拉茶 30g x 12,RM23.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/brownricecoffee_360x.jpg?v=1602470110
Beverage,Original Flavor Oat-Soy Drink (Sugar Free) (850g) 原味燕麦奶 (无糖) (850g),RM89.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/brownricecoffee_360x.jpg?v=1602470110
Beverage,Oat Soy Drink (1000g) 植物燕麦奶 (1000g),RM89.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/brownricecoffee_360x.jpg?v=1602470110
Beverage,有机芝麻燕麦奶 Organic Oats Drink Sesame Flavor (900g),RM89.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/brownricecoffee_360x.jpg?v=1602470110
Beverage,Original Soybean Powder 悦意醇豆浆粉 300g,RM18.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/brownricecoffee_360x.jpg?v=1602470110
Beverage,Lz Grass Jelly - (340g) 仙草冻,RM8.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/brownricecoffee_360x.jpg?v=1602470110
Beverage,Honey Herbal Jelly 里仁仙草蜜 330g,RM8.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/brownricecoffee_360x.jpg?v=1602470110
Dry Food,Vegetarian Pouched Spices  里仁素滷包  (72g),RM19.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/cbd758a9e8732edb2cbc4492b67d15cb_360x.jpg?v=1595410691
Dry Food,Soy Minced-Layer (300g),RM23.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/cbd758a9e8732edb2cbc4492b67d15cb_360x.jpg?v=1595410691
Dry Food,Soy Minced-Original (300g),RM23.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/cbd758a9e8732edb2cbc4492b67d15cb_360x.jpg?v=1595410691
Dry Food,Organic Mushroom 有机香菇(100g),RM35.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/cbd758a9e8732edb2cbc4492b67d15cb_360x.jpg?v=1595410691
Dry Food,Organic White Fungus 信州有机银耳 (100g）,RM24.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/cbd758a9e8732edb2cbc4492b67d15cb_360x.jpg?v=1595410691
Dry Food,Yes Natural Organic Laver Dried Seaweed 悦意有机紫菜（60g）,RM27.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/cbd758a9e8732edb2cbc4492b67d15cb_360x.jpg?v=1595410691
Dry Food,Organic Hulled Millet 有机去壳小米 500g,RM8.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/cbd758a9e8732edb2cbc4492b67d15cb_360x.jpg?v=1595410691
Dry Food,Dried Wakame 200g 藻乐儿干裙带菜 200g,RM29.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/cbd758a9e8732edb2cbc4492b67d15cb_360x.jpg?v=1595410691
Beverage,Chrysanthemum Tea (360ml) 菊花茶,RM6.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/brownricecoffee_360x.jpg?v=1602470110
Beverage,Ginseng Date Tea (360ml) 人参蜜枣茶,RM6.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/brownricecoffee_360x.jpg?v=1602470110
Beverage,Organic Black Soy Milk(450ml) 有机黑豆浆,RM9.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/brownricecoffee_360x.jpg?v=1602470110
Beverage,原力酿有机洛神酵醋,RM129.00MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/brownricecoffee_360x.jpg?v=1602470110
Beverage,Organic Kanten Winter Melon Drink 有机寒天黑糖冬瓜饮,RM5.60MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/brownricecoffee_360x.jpg?v=1602470110
Beverage,Coralline Jelly 珊瑚藻冷冻饮 290g x 2,FromRM15.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/brownricecoffee_360x.jpg?v=1602470110
Beverage,Preventive Tea (Herbs Pack)     防疫茶（草药包装）,RM9.90MYR,https://cdn.shopify.com/s/files/1/0415/3573/3919/products/brownricecoffee_360x.jpg?v=1602470110
